自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,SET価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,掛け,販売価格
スバル,レガシィB4,BE5,H10/12～H14/1,2000,RSKスポーツシフト,フロント,18500,,274551,SSM-EP348-qq-e-3616k,SSM-EP348-qq-e-d-3616k,4515693023480,EP348,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H10/12～H14/1,2000,RSKスポーツシフト,リア,18500,,274626,SSM-EP355-qq-e-8068k,SSM-EP355-qq-e-d-8068k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H10/12～H15/5,2000,S・RS・RSK,フロント,18500,,274552,SSM-EP348-qq-e-3617k,SSM-EP348-qq-e-d-3617k,4515693023480,EP348,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H10/12～H15/5,2000,S・RS・RSK,リア,18500,,274627,SSM-EP355-qq-e-8069k,SSM-EP355-qq-e-d-8069k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H14/1～H15/5,2000,RSKスポーツシフト,フロント,18500,,274813,SSM-EP386-qq-e-3618k,SSM-EP386-qq-e-d-3618k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H14/1～H15/5,2000,RSKスポーツシフト,リア,18500,,274628,SSM-EP355-qq-e-8070k,SSM-EP355-qq-e-d-8070k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H14/3～H15/5,2000,ブリッツェン 2002/2003・4POTキャリパー,フロント,18500,,274576,SSM-EP351-qq-e-3619k,SSM-EP351-qq-e-d-3619k,4515693023510,EP351,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE5,H14/3～H15/5,2000,ブリッツェン 2002/2003・4POTキャリパー,リア,18500,,274629,SSM-EP355-qq-e-8071k,SSM-EP355-qq-e-d-8071k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE9,H13/5～H15/5,2500,B4・RS25,フロント,18500,,274554,SSM-EP348-qq-e-3621k,SSM-EP348-qq-e-d-3621k,4515693023480,EP348,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BE9,H13/5～H15/5,2500,B4・RS25,リア,18500,,274631,SSM-EP355-qq-e-8073k,SSM-EP355-qq-e-d-8073k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BES,H14/10～H15/5,2000,S401・純正ブレンボキャリパー装着車,フロント,18500,,274656,SSM-EP357-qq-e-3625k,SSM-EP357-qq-e-d-3625k,4515693023572,EP357,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4,BES,H14/10～H15/5,2000,S401・純正ブレンボキャリパー装着車,リア,18500,,274329,SSM-EP291-qq-e-8076k,SSM-EP291-qq-e-d-8076k,4515693022919,EP291,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BEE/BHE,H14/1～H15/5,3000,BEE(RS30)/BHE(GT30),フロント,18500,,274555,SSM-EP348-qq-e-3622k,SSM-EP348-qq-e-d-3622k,4515693023480,EP348,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BEE/BHE,H14/1～H15/5,3000,BEE(RS30)/BHE(GT30),リア,18500,,274632,SSM-EP355-qq-e-8074k,SSM-EP355-qq-e-d-8074k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BH5/BE5,H14/11～H15/5,2000,BH5(GT-B Sエディション)/BE5(RSK Sエディション),フロント,18500,,274577,SSM-EP351-qq-e-3626k,SSM-EP351-qq-e-d-3626k,4515693023510,EP351,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BH5/BE5,H14/11～H15/5,2000,BH5(GT-B Sエディション)/BE5(RSK Sエディション),リア,18500,,274634,SSM-EP355-qq-e-8077k,SSM-EP355-qq-e-d-8077k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BM9/BR9,H21/5～H22/5,2500,ターボ・25i・Sパッケージ,フロント,20500,,274971,SSM-EP417-qq-e-616k,SSM-EP417-qq-e-d-616k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BM9/BR9,H21/5～H22/5,2500,ターボ・25i・Sパッケージ,リア,20500,,275285,SSM-EP472-qq-e-748k,SSM-EP472-qq-e-d-748k,4515693024722,EP472,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMG/BRG,H24/5～H26/10,2000,,フロント,20500,,274974,SSM-EP417-qq-e-620k,SSM-EP417-qq-e-d-620k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMG/BRG,H24/5～H26/10,2000,,リア,20500,,275289,SSM-EP472-qq-e-752k,SSM-EP472-qq-e-d-752k,4515693024722,EP472,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2000,2.5i Sパッケージ・2.5i Ts,フロント,20500,,274975,SSM-EP417-qq-e-621k,SSM-EP417-qq-e-d-621k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2000,2.5i Sパッケージ・2.5i Ts,リア,20500,,275290,SSM-EP472-qq-e-753k,SSM-EP472-qq-e-d-753k,4515693024722,EP472,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2500,2.5i Sパッケージ・2.5i Ts,フロント,20500,,274818,SSM-EP386-qq-e-622k,SSM-EP386-qq-e-d-622k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2500,2.5i Sパッケージ・2.5i Ts,リア,20500,,274982,SSM-EP418-qq-e-754k,SSM-EP418-qq-e-d-754k,4515693024180,EP418,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ,フロント,20500,,274976,SSM-EP417-qq-e-623k,SSM-EP417-qq-e-d-623k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ,リア,20500,,275291,SSM-EP472-qq-e-755k,SSM-EP472-qq-e-d-755k,4515693024722,EP472,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ・2.5i Ts除く,フロント,20500,,274820,SSM-EP386-qq-e-625k,SSM-EP386-qq-e-d-625k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ・2.5i Ts除く,リア,20500,,274984,SSM-EP418-qq-e-757k,SSM-EP418-qq-e-d-757k,4515693024180,EP418,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ除く,フロント,20500,,274819,SSM-EP386-qq-e-624k,SSM-EP386-qq-e-d-624k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ除く,リア,20500,,274983,SSM-EP418-qq-e-756k,SSM-EP418-qq-e-d-756k,4515693024180,EP418,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GT 2.0GTspecB,フロント,20500,,274968,SSM-EP417-qq-e-609k,SSM-EP417-qq-e-d-609k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GT 2.0GTspecB,リア,20500,,274614,SSM-EP355-qq-e-741k,SSM-EP355-qq-e-d-741k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GTカスタマイズエディション 2.0R/2.0i,フロント,20500,,274815,SSM-EP386-qq-e-610k,SSM-EP386-qq-e-d-610k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GTカスタマイズエディション 2.0R/2.0i,リア,20500,,274978,SSM-EP418-qq-e-742k,SSM-EP418-qq-e-d-742k,4515693024180,EP418,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H17/8～H21/5,2000,STi・純正ブレンボキャリパー装着車,フロント,20500,,274657,SSM-EP357-qq-e-613k,SSM-EP357-qq-e-d-613k,4515693023572,EP357,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H17/8～H21/5,2000,STi・純正ブレンボキャリパー装着車,リア,20500,,274305,SSM-EP291-qq-e-745k,SSM-EP291-qq-e-d-745k,4515693022919,EP291,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BP9/BL9,H20/6～H21/5,2500,STi S402,フロント,30500,,275523,SSM-RCP112-qq-e-615k,SSM-RCP112-qq-e-d-615k,4515693848366,RCP112,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,34000,69,27718
スバル,レガシィB4/レガシィツーリングワゴン,BP9/BL9,H20/6～H21/5,2500,STi S402,リア,20500,,274306,SSM-EP291-qq-e-747k,SSM-EP291-qq-e-d-747k,4515693022919,EP291,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BPE/BLE,H15/9～H21/5,3000,,フロント,20500,,274969,SSM-EP417-qq-e-611k,SSM-EP417-qq-e-d-611k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン,BPE/BLE,H15/9～H21/5,3000,,リア,20500,,274615,SSM-EP355-qq-e-743k,SSM-EP355-qq-e-d-743k,4515693023558,EP355,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9,H21/5～,2500,BM9 BR9(NA・25i Sパッケージ)/BR9アウトバック(25i Sパッケージ),フロント,20500,,274973,SSM-EP417-qq-e-619k,SSM-EP417-qq-e-d-619k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9,H21/5～,2500,BM9 BR9(NA・25i Sパッケージ)/BR9アウトバック(25i Sパッケージ),リア,20500,,275288,SSM-EP472-qq-e-751k,SSM-EP472-qq-e-d-751k,4515693024722,EP472,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9/BRM,H21/5～H24/5,2500,BM9 BR9(NA)/アウトバック2.5,フロント,20500,,274817,SSM-EP386-qq-e-618k,SSM-EP386-qq-e-d-618k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9/BRM,H21/5～H24/5,2500,BM9 BR9(NA)/アウトバック2.5,リア,20500,,274981,SSM-EP418-qq-e-750k,SSM-EP418-qq-e-d-750k,4515693024180,EP418,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィアウトバック,BP9/BPE,H15/9～H21/5,2500～3000,,フロント,20500,,274816,SSM-EP386-qq-e-612k,SSM-EP386-qq-e-d-612k,4515693023862,EP386,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィアウトバック,BP9/BPE,H15/9～H21/5,2500～3000,,リア,20500,,274979,SSM-EP418-qq-e-744k,SSM-EP418-qq-e-d-744k,4515693024180,EP418,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィアウトバック,BRF,H21/5～H26/10,3600,アウトバック3.6R,フロント,20500,,274972,SSM-EP417-qq-e-617k,SSM-EP417-qq-e-d-617k,4515693024173,EP417,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィアウトバック,BRF,H21/5～H26/10,3600,アウトバック3.6R,リア,20500,,275286,SSM-EP472-qq-e-749k,SSM-EP472-qq-e-d-749k,4515693024722,EP472,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィツーリングワゴン,BF7/BFB,H4/6～H5/9,2200,,フロント,18500,,273788,SSM-EP222-qq-e-3608k,SSM-EP222-qq-e-d-3608k,4515693022223,EP222,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィツーリングワゴン,BF7/BFB,H4/6～H5/9,2200,,リア,18500,,273803,SSM-EP223-qq-e-8060k,SSM-EP223-qq-e-d-8060k,4515693022230,EP223,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィツーリングワゴン,BG5,H8/6～H10/7,2000～2500,GT・GT-B・TS-RB リミテッド,フロント,18500,,274548,SSM-EP348-qq-e-3612k,SSM-EP348-qq-e-d-3612k,4515693023480,EP348,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
スバル,レガシィツーリングワゴン,BG5,H8/6～H10/7,2000～2500,GT・GT-B・TS-RB リミテッド,リア,18500,,273807,SSM-EP223-qq-e-8064k,SSM-EP223-qq-e-d-8064k,4515693022230,EP223,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,23000,60,16672
